directory,scl_file,notes,period,just,limit,description,tones,reference
divisions-of-the-tetrachord,680_T87.scl,3,500.0,False,0,"Tempered tetrachord in cents 110 + 140 + 250, Chapter 5",110.0 250.0 500.0,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,681_T88.scl,3,500.0,False,0,"Tempered tetrachord in cents 87.5 + 237.5 + 175, Chapter 5",87.5 325.0 500.0,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,682_T89.scl,3,500.0,False,0,"Tempered tetrachord in cents 233.3 + 166.7 + 100, Chapter 5",233.3 400.0 500.0,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,683_T90.scl,3,500.0,False,0,"Tempered tetrachord in cents 212.5 + 62.5 + 225, Chapter 5",212.5 275.0 500.0,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,684_T91.scl,3,500.0,False,0,"Tempered tetrachord in cents 225 + 75 + 200, Chapter 5",225.0 300.0 500.0,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,685_T92.scl,3,500.0,False,0,"Tempered tetrachord in cents 225 + 175 + 100, Chapter 5",225.0 400.0 500.0,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,686_T93.scl,3,500.0,False,0,"Tempered tetrachord in cents 87.5 + 187.5 + 225, Chapter 5",87.5 275.0 500.0,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,687_T94.scl,3,500.0,False,0,"Tempered tetrachord in cents 212.5 + 162.5 + 125, Chapter 5",212.5 375.0 500.0,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,688_T95.scl,3,500.0,False,0,"Tempered tetrachord in cents 100 + 187.5 + 212.5, Chapter 5",100.0 287.5 500.0,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,689_T96.scl,3,500.0,False,0,"Tempered tetrachord in cents 212.5 + 137.5 + 150, Chapter 5",212.5 350.0 500.0,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,690_T97.scl,3,500.0,False,0,"Tempered tetrachord in cents 200 + 125 + 175, Chapter 5",200.0 325.0 500.0,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,691_T98.scl,3,500.0,False,0,"Tempered tetrachord in cents 145 + 165 + 190, Chapter 5",145.0 310.0 500.0,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,673_T80.scl,3,500.1,False,0,"Tempered tetrachord in cents 66.7 + 266.7 + 166.7, Chapter 5",66.7 333.4 500.1,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
database-of-musical-scales,Lithuania_Skud_6d.scl,3,666.0,False,0,Measured scale M0259 in DaMuSc,240.0 498.0 666.0,"Rytis Ambrazevi+AQ0-ius. Modelling of scales in traditional solo singing. Music. Sci., 10(1_suppl):65-87, 2006. doi: 10.1177/1029864906010001041"
database-of-musical-scales,Lithuania_Skud_6e.scl,3,683.0,False,0,Measured scale M0260 in DaMuSc,265.0 483.0 683.0,"Rytis Ambrazevi+AQ0-ius. Modelling of scales in traditional solo singing. Music. Sci., 10(1_suppl):65-87, 2006. doi: 10.1177/1029864906010001041"
database-of-musical-scales,China_Bells.scl,3,724.0,False,0,Measured scale M0417 in DaMuSc,313.0 480.0 724.0,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885"
database-of-musical-scales,Indonesia_Tandang_Mendet.scl,3,725.0,False,0,Measured scale M0011 in DaMuSc,202.0 518.0 725.0,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018"
database-of-musical-scales,Indonesia_Preret.scl,3,729.0,False,0,Measured scale M0010 in DaMuSc,134.0 525.0 729.0,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018"
database-of-musical-scales,Indonesia_Tetratonic.scl,3,743.0,False,0,Measured scale M0007 in DaMuSc,243.0 492.0 743.0,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018"
database-of-musical-scales,Georgia_GVM206-H.scl,3,830.0,False,0,Measured scale M0322 in DaMuSc,354.0 702.0 830.0,"N. Mzhavanadze and F. Scherbaum. Svan funeral dirges (zar): Musical acoustical analysis of a new collection of field recordings. Musicologist, 4(2):138-167, 2020. doi: 10.33906/musicologist.782094"
database-of-musical-scales,Georgia_GVM205-H.scl,3,877.0,False,0,Measured scale M0321 in DaMuSc,373.0 724.0 877.0,"N. Mzhavanadze and F. Scherbaum. Svan funeral dirges (zar): Musical acoustical analysis of a new collection of field recordings. Musicologist, 4(2):138-167, 2020. doi: 10.33906/musicologist.782094"
database-of-musical-scales,Congo_Mouth_Bow.scl,3,911.0,False,0,Measured scale M0223 in DaMuSc,256.0 571.0 911.0,"R. Brandel. The Music of Central Africa: An Ethnomusicological Study: Former French Equatorial Africa the Former Belgian Congo, Ruanda-Urundi Uganda, Tanganyika. Springer Science and Business Media, 1967"
database-of-musical-scales,PapuaNewGuinea_Phon_14.scl,3,992.0,False,0,Measured scale M0253 in DaMuSc,134.0 924.0 992.0,"J. Kunst. Music in New Guinea. Brill, 1967"
xenharmonikon,xen18-erlich-father-03.scl,3,1185.9,False,0,"2L 1s MOS for Father, L=447.4, s=291.1",447.4 738.5 1185.9,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.186"
xenharmonikon,xen18-erlich-dominant-03.scl,3,1195.23,False,0,"2L 1s MOS for Dominant, L=495.88, s=203.47",495.88 699.35 1195.23,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.185"
xenharmonikon,xen18-erlich-porcupine-03.scl,3,1196.91,False,0,"1L 2s MOS for Porcupine, L=872.27, s=162.32",162.32 1034.59 1196.91,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.196"
xenharmonikon,xen18-erlich-augene-03.scl,3,1197.06,False,0,"3L MOS for Augene, L=399.02",399.02 798.04 1197.06,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.182"
xenharmonikon,xen18-erlich-augmented-03.scl,3,1197.06,False,0,"3L MOS for Augmented, L=399.02",399.02 798.04 1197.06,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.182"
xenharmonikon,xen18-erlich-beatles-03.scl,3,1197.1,False,0,"1L 2s MOS for Beatles, L=487.66, s=354.72",354.72 842.38 1197.10,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.183"
xenharmonikon,xen18-erlich-superpyth-03.scl,3,1197.6,False,0,"2L 1s MOS for Superpyth, L=489.43, s=218.74",489.43 708.17 1197.60,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.198"
xenharmonikon,xen18-erlich-passion-03.scl,3,1198.31,False,0,"1L 2s MOS for Passion, L=1001.51, s=98.40",98.40 1099.91 1198.31,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.195"
xenharmonikon,xen18-erlich-sensisept-03.scl,3,1198.39,False,0,"2L 1s MOS for Sensisept, L=443.16, s=312.07",443.16 755.23 1198.39,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.197"
xenharmonikon,xen18-erlich-myna-03.scl,3,1198.83,False,0,"1L 2s MOS for Myna, L=579.05, s=309.89",309.89 888.94 1198.83,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.191"
xenharmonikon,xen18-erlich-tetracot-03.scl,3,1199.03,False,0,"1L 2s MOS for Tetracot, L=846.81, s=176.11",176.11 1022.92 1199.03,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.198"
xenharmonikon,xen18-erlich-orwell-03.scl,3,1199.53,False,0,"1L 2s MOS for Orwell, L=656.55, s=271.49",271.49 928.04 1199.53,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.194"
xenharmonikon,xen18-erlich-sensipent-03.scl,3,1199.59,False,0,"2L 1s MOS for Sensipent, L=442.99, s=313.61",442.99 756.60 1199.59,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.197"
xenharmonikon,xen18-erlich-wurschmidt-03.scl,3,1199.69,False,0,"1L 2s MOS for Wurschmidt, L=424.41, s=387.64",387.64 812.05 1199.69,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.199"
xenharmonikon,xen18-erlich-amity-03.scl,3,1199.85,False,0,"1L 2s MOS for Amity, L=520.91, s=339.47",339.47 860.38 1199.85,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.182"
xenharmonikon,xen18-erlich-august-03.scl,3,1199.97,False,0,"3L MOS for August, L=399.99",399.99 799.98 1199.97,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.183"
xenharmonikon,xen18-erlich-luna-03.scl,3,1199.98,False,0,"1L 2s MOS for Luna, L=813.588, s=193.196",193.196 1006.784 1199.98,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.189"
mailing-lists,fivelim.scl,3,1200.0,True,5,Five-limit otonal chord,5/4 3/2 2,https://yahootuninggroupsultimatebackup.github.io/tuning-math/topicId_7525.html#7622
xenharmonikon,xen15-gilson-generalized-pythagorean-13-8-3.scl,3,1200.0,True,13,"Generalized Pythagorean Scale, 13/8 stacked 3=2+1 times",169/128 13/8 2/1,"Bruce R. Gilson, A Numerical Theory of Scale Invention, Xenharmonikon 15 (1993), p.118"
mailing-lists,B.scl,3,1200.0,False,0,Porcupine triad,386.30000 711.80000 2/1,https://yahootuninggroupsultimatebackup.github.io/makemicromusic/topicId_11528.html#11532
xenharmonikon,xen18-erlich-bug-03.scl,3,1200.0,False,0,"1L 2s MOS for Bug, L=679.4, s=260.3",260.3 939.7 1200.0,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.183"
xenharmonikon,xen18-erlich-helmholtz-03.scl,3,1200.07,False,0,"2L 1s MOS for Helmholtz, L=498.28, s=203.51",498.28 701.79 1200.07,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.188"
xenharmonikon,xen18-erlich-orson-03.scl,3,1200.24,False,0,"1L 2s MOS for Orson, L=656.94, s=271.65",271.65 928.59 1200.24,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.194"
xenharmonikon,xen18-erlich-hanson-03.scl,3,1200.29,False,0,"1L 2s MOS for Hanson, L=566.15, s=317.07",317.07 883.22 1200.29,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.187"
xenharmonikon,xen18-erlich-miracle-03.scl,3,1200.63,False,0,"1L 2s MOS for Miracle, L=967.19, s=116.72",116.72 1083.91 1200.63,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.191"
xenharmonikon,xen18-erlich-garibaldi-03.scl,3,1200.76,False,0,"2L 1s MOS for Garibaldi, L=498.12, s=204.52",498.12 702.64 1200.76,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.187"
xenharmonikon,xen18-erlich-magic-03.scl,3,1201.28,False,0,"1L 2s MOS for Magic, L=439.68, s=380.80",380.80 820.48 1201.28,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.190"
xenharmonikon,xen18-erlich-cynder-03.scl,3,1201.7,False,0,"1L 2s MOS for Cynder, L=736.66, s=232.52",232.52 969.18 1201.7,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.184"
xenharmonikon,xen18-erlich-meantone-03.scl,3,1201.7,False,0,"2L 1s MOS for Meantone, L=504.13, s=193.44",504.13 697.57 1201.70,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.190"
xenharmonikon,xen18-erlich-negripent-03.scl,3,1201.82,False,0,"1L 2s MOS for Negripent, L=949.54, s=126.14",126.14 1075.68 1201.82,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.193"
xenharmonikon,xen18-erlich-flattone-03.scl,3,1202.54,False,0,"2L 1s MOS for Flattone, L=507.14, s=188.26",507.14 695.40 1202.54,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.186"
xenharmonikon,xen18-erlich-liese-03.scl,3,1202.62,False,0,"2L 1s MOS for Liese, L=569.05, s=64.52",569.05 633.57 1202.62,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.189"
xenharmonikon,xen18-erlich-nautilus-03.scl,3,1202.66,False,0,"1L 2s MOS for Nautilus, L=1036.72, s=82.97",82.97 1119.69 1202.66,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.192"
xenharmonikon,xen18-erlich-keemun-03.scl,3,1203.19,False,0,"1L 2s MOS for Keemun, L=567.51, s=317.84",317.84 885.35 1203.19,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.188"
xenharmonikon,xen18-erlich-negrisept-03.scl,3,1203.19,False,0,"1L 2s MOS for Negrisept, L=953.51, s=124.84",124.84 1078.35 1203.19,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.193"
xenharmonikon,xen18-erlich-ripple-03.scl,3,1203.32,False,0,"1L 2s MOS for Ripple, L=999.34, s=101.99",101.99 1101.33 1203.32,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.196"
xenharmonikon,xen18-erlich-semaphore-03.scl,3,1203.67,False,0,"1L 2s MOS for Semaphore, L=698.71, s=252.48",252.48 951.19 1203.67,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.197"
xenharmonikon,xen18-erlich-mavila-03.scl,3,1206.55,False,0,"2L 1s MOS for Mavila, L=521.52, s=163.51",521.52 685.03 1206.55,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.190"
xenharmonikon,xen18-erlich-dicot-03.scl,3,1207.66,False,0,"1L 2s MOS for Dicot, L=501.22, s=353.22",353.22 854.44 1207.66,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.185"
database-of-musical-scales,PapuaNewGuinea_Phon_12.scl,3,1930.0,False,0,Measured scale M0252 in DaMuSc,894.0 1480.0 1930.0,"J. Kunst. Music in New Guinea. Brill, 1967"
mailing-lists,breedhf.scl,4,350.9775,False,0,Breed with a half-fifth period,84.22679 168.45359 266.75071 350.97750,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_89290.html#89317
database-of-musical-scales,Japan_Biwa.scl,4,466.0,False,0,Measured scale M0418 in DaMuSc,202.0 281.0 371.0 466.0,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885"
database-of-musical-scales,PapuaNewGuinea_Phon_16.scl,4,844.0,False,0,Measured scale M0250 in DaMuSc,206.0 483.0 705.0 844.0,"J. Kunst. Music in New Guinea. Brill, 1967"
database-of-musical-scales,DemRepCongo_Ngbandi_1.scl,4,915.0,False,0,Measured scale M0272 in DaMuSc,219.0 479.0 704.0 915.0,"A. M. Jones. Indonesia and africa: The xylophone as a culture-indicator. African Music : Journal of the International Library of African Music, 2(3):36-47, 1960. doi: https://doi.org/10.21504/amj.v2i3.608"
database-of-musical-scales,Indonesia_Java_1.scl,4,931.0,False,0,Measured scale M0271 in DaMuSc,247.0 469.0 691.0 931.0,"A. M. Jones. Indonesia and africa: The xylophone as a culture-indicator. African Music : Journal of the International Library of African Music, 2(3):36-47, 1960. doi: https://doi.org/10.21504/amj.v2i3.608"
database-of-musical-scales,Uganda_Harp.scl,4,942.0,False,0,Measured scale M0233 in DaMuSc,258.0 435.0 743.0 942.0,"R. Brandel. The Music of Central Africa: An Ethnomusicological Study: Former French Equatorial Africa the Former Belgian Congo, Ruanda-Urundi Uganda, Tanganyika. Springer Science and Business Media, 1967"
database-of-musical-scales,Uganda_BaGanda.scl,4,970.0,False,0,Measured scale M0274 in DaMuSc,225.0 467.0 737.0 970.0,"A. M. Jones. Indonesia and africa: The xylophone as a culture-indicator. African Music : Journal of the International Library of African Music, 2(3):36-47, 1960. doi: https://doi.org/10.21504/amj.v2i3.608"
database-of-musical-scales,Gambia_Malinke_3.scl,4,976.0,False,0,Measured scale M0273 in DaMuSc,259.0 493.0 721.0 976.0,"A. M. Jones. Indonesia and africa: The xylophone as a culture-indicator. African Music : Journal of the International Library of African Music, 2(3):36-47, 1960. doi: https://doi.org/10.21504/amj.v2i3.608"
database-of-musical-scales,Congo_Horns.scl,4,980.0,False,0,Measured scale M0227 in DaMuSc,279.0 562.0 789.0 980.0,"R. Brandel. The Music of Central Africa: An Ethnomusicological Study: Former French Equatorial Africa the Former Belgian Congo, Ruanda-Urundi Uganda, Tanganyika. Springer Science and Business Media, 1967"
database-of-musical-scales,SolomonIs_42.scl,4,1097.0,False,0,Measured scale M0093 in DaMuSc,398.0 600.0 775.0 1097.0,"Hugo Zemp. Melanesian solo polyphonic panpipe music. Ethnomusicology, 25(3):383-418, 1981. doi: 10.2307/851551"
database-of-musical-scales,PapuaNewGuinea_Phon_1.scl,4,1143.0,False,0,Measured scale M0243 in DaMuSc,345.0 572.0 854.0 1143.0,"J. Kunst. Music in New Guinea. Brill, 1967"
xenharmonikon,xen18-erlich-dimisept-04.scl,4,1194.12,False,0,"4L MOS for Dimisept, L=298.53",298.53 597.06 895.59 1194.12,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.185"
xenharmonikon,xen18-erlich-dimipent-04.scl,4,1196.64,False,0,"4L MOS for Dimipent, L=299.16",299.16 598.32 897.48 1196.64,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.185"
xenharmonikon,xen18-erlich-hedgehog-04.scl,4,1196.9,False,0,"2L 2s MOS for Hedgehog, L=436.13, s=162.32",162.32 598.45 760.77 1196.90,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.187"
xenharmonikon,xen18-erlich-pajara-04.scl,4,1196.9,False,0,"2L 2s MOS for Pajara, L=491.88, s=106.57",106.57 598.45 705.02 1196.90,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.194"
xenharmonikon,xen18-erlich-porcupine-04.scl,4,1196.91,False,0,"1L 3s MOS for Porcupine, L=709.95, s=162.32",162.32 324.64 1034.59 1196.91,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.196"
xenharmonikon,xen18-erlich-beatles-04.scl,4,1197.1,False,0,"3L 1s MOS for Beatles, L=354.72, s=132.94",354.72 709.44 842.38 1197.10,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.183"
xenharmonikon,xen18-erlich-passion-04.scl,4,1198.31,False,0,"1L 3s MOS for Passion, L=903.11, s=98.40",98.40 1001.51 1099.91 1198.31,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.195"
xenharmonikon,xen18-erlich-doublewide-04.scl,4,1198.56,False,0,"2L 2s MOS for Doublewide, L=326.96, s=272.32",272.32 599.28 871.60 1198.56,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.185"
xenharmonikon,xen18-erlich-myna-04.scl,4,1198.83,False,0,"3L 1s MOS for Myna, L=309.89, s=269.16",309.89 619.78 888.94 1198.83,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.191"
xenharmonikon,xen18-erlich-tetracot-04.scl,4,1199.03,False,0,"1L 3s MOS for Tetracot, L=670.70, s=176.11",176.11 846.81 1022.92 1199.03,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.198"
xenharmonikon,xen18-erlich-srutal-04.scl,4,1199.12,False,0,"2L 2s MOS for Srutal, L=494.86, s=104.70",104.70 599.56 704.26 1199.12,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.198"
xenharmonikon,xen18-erlich-orwell-04.scl,4,1199.53,False,0,"1L 3s MOS for Orwell, L=385.06, s=271.49",271.49 656.55 928.04 1199.53,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.194"
xenharmonikon,xen18-erlich-wurschmidt-04.scl,4,1199.69,False,0,"3L 1s MOS for Wurschmidt, L=387.64, s=36.77",387.64 775.28 812.05 1199.69,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.199"
xenharmonikon,xen18-erlich-amity-04.scl,4,1199.85,False,0,"3L 1s MOS for Amity, L=339.47, s=181.44",339.47 678.94 860.38 1199.85,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.182"
xenharmonikon,xen18-erlich-vishnu-04.scl,4,1199.94,False,0,"2L 2s MOS for Vishnu, L=528.82, s=71.15",528.82 599.97 1128.79 1199.94,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.199"
xenharmonikon,xen18-erlich-luna-04.scl,4,1199.98,False,0,"1L 3s MOS for Luna, L=620.392, s=193.196",193.196 813.588 1006.784 1199.98,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.189"
xenharmonikon,xen12-wilson-08-4C1-tetrany-04.scl,4,1200.0,True,5,"1-3-9-15 4C1 Tetrany, Figure 8",9/8 3/2 15/8 2/1,"Erv Wilson, D'Alessandro, like a Hurricane, Xenharmonikon 12 (1989)"
xenharmonikon,xen12-wilson-08-4C3-tetrany-04.scl,4,1200.0,True,5,"1-3-9-15 4C3 Tetrany, Figure 8",5/4 5/3 15/8 2/1,"Erv Wilson, D'Alessandro, like a Hurricane, Xenharmonikon 12 (1989)"
xenharmonikon,xen12-wilson-38-4C1-tetrany-01.scl,4,1200.0,True,5,"1-3-5-9 4C1 Tetrany, Figure 38",9/8 5/4 3/2 2/1,"Erv Wilson, D'Alessandro, like a Hurricane, Xenharmonikon 12 (1989)"
xenharmonikon,xen12-wilson-38-4C3-tetrany-01.scl,4,1200.0,True,5,"1-3-5-9 4C3 Tetrany, Figure 38",9/8 3/2 9/5 2/1,"Erv Wilson, D'Alessandro, like a Hurricane, Xenharmonikon 12 (1989)"
mailing-lists,sevenlim.scl,4,1200.0,True,7,Seven-limit otonal chord,5/4 3/2 7/4 2,https://yahootuninggroupsultimatebackup.github.io/tuning-math/topicId_7525.html#7622
xenharmonikon,xen12-wilson-06d-major-tetrad.scl,4,1200.0,True,7,"1-3-5-7 major tetrad, Figure 6d",5/4 3/2 7/4 2/1,"Erv Wilson, D'Alessandro, like a Hurricane, Xenharmonikon 12 (1989)"
xenharmonikon,xen12-wilson-06d-minor-tetrad.scl,4,1200.0,True,7,"1-3-5-7 minor tetrad, Figure 6d",8/7 4/3 8/5 2/1,"Erv Wilson, D'Alessandro, like a Hurricane, Xenharmonikon 12 (1989)"
xenharmonikon,xen12-wilson-08-4C1-tetrany-00.scl,4,1200.0,True,7,"1-3-7-9 4C1 Tetrany, Figure 8",9/8 3/2 7/4 2/1,"Erv Wilson, D'Alessandro, like a Hurricane, Xenharmonikon 12 (1989)"
xenharmonikon,xen12-wilson-08-4C1-tetrany-02.scl,4,1200.0,True,7,"1-3-7-15 4C1 Tetrany, Figure 8",3/2 7/4 15/8 2/1,"Erv Wilson, D'Alessandro, like a Hurricane, Xenharmonikon 12 (1989)"
xenharmonikon,xen12-wilson-08-4C1-tetrany-07.scl,4,1200.0,True,7,"1-7-9-15 4C1 Tetrany, Figure 8",9/8 7/4 15/8 2/1,"Erv Wilson, D'Alessandro, like a Hurricane, Xenharmonikon 12 (1989)"
xenharmonikon,xen12-wilson-08-4C1-tetrany-11.scl,4,1200.0,True,7,"3-7-9-15 4C1 Tetrany, Figure 8",7/6 5/4 3/2 2/1,"Erv Wilson, D'Alessandro, like a Hurricane, Xenharmonikon 12 (1989)"
xenharmonikon,xen12-wilson-08-4C3-tetrany-00.scl,4,1200.0,True,7,"1-3-7-9 4C3 Tetrany, Figure 8",9/8 9/7 3/2 2/1,"Erv Wilson, D'Alessandro, like a Hurricane, Xenharmonikon 12 (1989)"
xenharmonikon,xen12-wilson-08-4C3-tetrany-02.scl,4,1200.0,True,7,"1-3-7-15 4C3 Tetrany, Figure 8",15/14 5/4 15/8 2/1,"Erv Wilson, D'Alessandro, like a Hurricane, Xenharmonikon 12 (1989)"
xenharmonikon,xen12-wilson-08-4C3-tetrany-07.scl,4,1200.0,True,7,"1-7-9-15 4C3 Tetrany, Figure 8",15/14 5/3 15/8 2/1,"Erv Wilson, D'Alessandro, like a Hurricane, Xenharmonikon 12 (1989)"
xenharmonikon,xen12-wilson-08-4C3-tetrany-11.scl,4,1200.0,True,7,"3-7-9-15 4C3 Tetrany, Figure 8",15/14 5/4 5/3 2/1,"Erv Wilson, D'Alessandro, like a Hurricane, Xenharmonikon 12 (1989)"
xenharmonikon,xen12-wilson-38-4C1-tetrany-00.scl,4,1200.0,True,7,"1-3-5-7 4C1 Tetrany, Figure 38",5/4 3/2 7/4 2/1,"Erv Wilson, D'Alessandro, like a Hurricane, Xenharmonikon 12 (1989)"
xenharmonikon,xen12-wilson-38-4C1-tetrany-06.scl,4,1200.0,True,7,"1-5-7-9 4C1 Tetrany, Figure 38",9/8 5/4 7/4 2/1,"Erv Wilson, D'Alessandro, like a Hurricane, Xenharmonikon 12 (1989)"
