directory,scl_file,notes,period,just,limit,description,tones,reference
xenharmonikon,xen16-mclaren-carlos-gamma.scl,1,35.1,False,0,Wendy Carlos' Gamma scale,35.1,"B. McLaren, More About Non-Octave Scales, Xenharmonikon 16 (1995), p.47"
xenharmonikon,xen16-mclaren-carlos-beta.scl,1,63.8,False,0,Wendy Carlos' Beta scale,63.8,"B. McLaren, More About Non-Octave Scales, Xenharmonikon 16 (1995), p.47"
xenharmonikon,xen16-mclaren-carlos-alpha.scl,1,78.0,False,0,Wendy Carlos' Alpha scale,78.0,"B. McLaren, More About Non-Octave Scales, Xenharmonikon 16 (1995), p.46"
xenharmonikon,xen14-mclaren-nonoctave-e-pi.scl,1,85.641143,False,0,(e to the pi)th root of pi non-octave scale,85.641143,"B. McLaren, The Uses and Characteristics of Non-Octave Scales, Xenharmonikon 14 (1993), p.14"
database-of-musical-scales,Congo_Horn.scl,2,468.0,False,0,Measured scale M0228 in DaMuSc,213.0 468.0,"R. Brandel. The Music of Central Africa: An Ethnomusicological Study: Former French Equatorial Africa the Former Belgian Congo, Ruanda-Urundi Uganda, Tanganyika. Springer Science and Business Media, 1967"
xenharmonikon,xen18-erlich-father-02.scl,2,1185.9,False,0,"1L 1s MOS for Father, L=738.5, s=447.4",738.5 1185.9,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.186"
xenharmonikon,xen18-erlich-dominant-02.scl,2,1195.23,False,0,"1L 1s MOS for Dominant, L=699.35, s=495.88",699.35 1195.23,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.185"
xenharmonikon,xen18-erlich-hedgehog-02.scl,2,1196.9,False,0,"2L MOS for Hedgehog, L=598.45",598.45 1196.90,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.187"
xenharmonikon,xen18-erlich-pajara-02.scl,2,1196.9,False,0,"2L MOS for Pajara, L=598.45",598.45 1196.90,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.194"
xenharmonikon,xen18-erlich-porcupine-02.scl,2,1196.91,False,0,"1L 1s MOS for Porcupine, L=1034.59, s=162.32",162.32 1196.91,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.196"
xenharmonikon,xen18-erlich-beatles-02.scl,2,1197.1,False,0,"1L 1s MOS for Beatles, L=842.38, s=354.72",354.72 1197.10,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.183"
xenharmonikon,xen18-erlich-superpyth-02.scl,2,1197.6,False,0,"1L 1s MOS for Superpyth, L=708.17, s=489.43",489.43 1197.60,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.198"
xenharmonikon,xen18-erlich-passion-02.scl,2,1198.31,False,0,"1L 1s MOS for Passion, L=1099.91, s=98.40",1099.91 1198.31,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.195"
xenharmonikon,xen18-erlich-sensisept-02.scl,2,1198.39,False,0,"1L 1s MOS for Sensisept, L=755.23, s=443.16",443.16 1198.39,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.197"
xenharmonikon,xen18-erlich-doublewide-02.scl,2,1198.56,False,0,"2L MOS for Doublewide, L=599.28",599.28 1198.56,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.185"
xenharmonikon,xen18-erlich-myna-02.scl,2,1198.83,False,0,"1L 1s MOS for Myna, L=888.94, s=309.89",309.89 1198.83,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.191"
xenharmonikon,xen18-erlich-tetracot-02.scl,2,1199.03,False,0,"1L 1s MOS for Tetracot, L=1022.92, s=176.11",1022.92 1199.03,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.198"
xenharmonikon,xen18-erlich-srutal-02.scl,2,1199.12,False,0,"2L MOS for Srutal, L=599.56",599.56 1199.12,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.198"
xenharmonikon,xen18-erlich-orwell-02.scl,2,1199.53,False,0,"1L 1s MOS for Orwell, L=928.04, s=271.49",928.04 1199.53,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.194"
xenharmonikon,xen18-erlich-sensipent-02.scl,2,1199.59,False,0,"1L 1s MOS for Sensipent, L=756.60, s=442.99",442.99 1199.59,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.197"
xenharmonikon,xen18-erlich-wurschmidt-02.scl,2,1199.69,False,0,"1L 1s MOS for Wurschmidt, L=812.05, s=387.64",387.64 1199.69,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.199"
xenharmonikon,xen18-erlich-amity-02.scl,2,1199.85,False,0,"1L 1s MOS for Amity, L=860.38, s=339.47",339.47 1199.85,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.182"
xenharmonikon,xen18-erlich-vishnu-02.scl,2,1199.94,False,0,"2L MOS for Vishnu, L=599.97",599.97 1199.94,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.199"
xenharmonikon,xen18-erlich-luna-02.scl,2,1199.98,False,0,"1L 1s MOS for Luna, L=1006.784, s=193.196",1006.784 1199.98,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.189"
xenharmonikon,xen18-erlich-bug-02.scl,2,1200.0,False,0,"1L 1s MOS for Bug, L=939.7, s=260.3",939.7 1200.0,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.183"
xenharmonikon,xen18-erlich-helmholtz-02.scl,2,1200.07,False,0,"1L 1s MOS for Helmholtz, L=701.79, s=498.28",498.28 1200.07,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.188"
xenharmonikon,xen18-erlich-orson-02.scl,2,1200.24,False,0,"1L 1s MOS for Orson, L=928.59, s=271.65",928.59 1200.24,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.194"
xenharmonikon,xen18-erlich-hanson-02.scl,2,1200.29,False,0,"1L 1s MOS for Hanson, L=883.22, s=317.07",883.22 1200.29,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.187"
xenharmonikon,xen18-erlich-miracle-02.scl,2,1200.63,False,0,"1L 1s MOS for Miracle, L=1083.91, s=116.72",1083.91 1200.63,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.191"
xenharmonikon,xen18-erlich-garibaldi-02.scl,2,1200.76,False,0,"1L 1s MOS for Garibaldi, L=702.64, s=498.12",498.12 1200.76,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.187"
xenharmonikon,xen18-erlich-magic-02.scl,2,1201.28,False,0,"1L 1s MOS for Magic, L=820.48, s=380.80",820.48 1201.28,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.190"
xenharmonikon,xen18-erlich-cynder-02.scl,2,1201.7,False,0,"1L 1s MOS for Cynder, L=969.18, s=232.52",232.52 1201.7,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.184"
xenharmonikon,xen18-erlich-meantone-02.scl,2,1201.7,False,0,"1L 1s MOS for Meantone, L=697.57, s=504.13",697.57 1201.70,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.190"
xenharmonikon,xen18-erlich-injera-02.scl,2,1201.78,False,0,"2L MOS for Injera, L=600.89",600.89 1201.78,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.188"
xenharmonikon,xen18-erlich-negripent-02.scl,2,1201.82,False,0,"1L 1s MOS for Negripent, L=1075.68, s=126.14",126.14 1201.82,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.193"
xenharmonikon,xen18-erlich-flattone-02.scl,2,1202.54,False,0,"1L 1s MOS for Flattone, L=695.40, s=507.14",695.40 1202.54,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.186"
xenharmonikon,xen18-erlich-liese-02.scl,2,1202.62,False,0,"1L 1s MOS for Liese, L=633.57, s=569.05",633.57 1202.62,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.189"
xenharmonikon,xen18-erlich-nautilus-02.scl,2,1202.66,False,0,"1L 1s MOS for Nautilus, L=1119.69, s=82.97",82.97 1202.66,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.192"
xenharmonikon,xen18-erlich-keemun-02.scl,2,1203.19,False,0,"1L 1s MOS for Keemun, L=885.35, s=317.84",885.35 1203.19,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.188"
xenharmonikon,xen18-erlich-negrisept-02.scl,2,1203.19,False,0,"1L 1s MOS for Negrisept, L=1078.35, s=124.84",124.84 1203.19,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.193"
xenharmonikon,xen18-erlich-ripple-02.scl,2,1203.32,False,0,"1L 1s MOS for Ripple, L=1101.33, s=101.99",1101.33 1203.32,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.196"
xenharmonikon,xen18-erlich-lemba-02.scl,2,1203.4,False,0,"2L MOS for Lemba, L=601.70",601.70 1203.40,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.189"
xenharmonikon,xen18-erlich-semaphore-02.scl,2,1203.67,False,0,"1L 1s MOS for Semaphore, L=951.19, s=252.48",951.19 1203.67,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.197"
xenharmonikon,xen18-erlich-mavila-02.scl,2,1206.55,False,0,"1L 1s MOS for Mavila, L=685.03, s=521.52",521.52 1206.55,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.190"
xenharmonikon,xen18-erlich-dicot-02.scl,2,1207.66,False,0,"1L 1s MOS for Dicot, L=854.44, s=353.22",854.44 1207.66,"Paul Erlich, A Middle Path Between Just Intonation and the Equal Temperaments Part 1, Xenharmonikon 18 (2006), p.185"
divisions-of-the-tetrachord,659_T66.scl,3,494.0,False,0,"Aristoxenian style tetrachord 12 + 13 + 3, Tiby",211.71429 441.07143 494.0,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,660_T67.scl,3,494.0,False,0,"Aristoxenian style tetrachord 12 + 5 + 11, Tiby",211.71429 299.92857 494.0,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,661_T68.scl,3,494.0,False,0,"Aristoxenian style tetrachord 12 + 9 + 7, Tiby",211.71429 370.5 494.0,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,662_T69.scl,3,494.0,False,0,"Aristoxenian style tetrachord 9 + 12 + 7, Tiby",158.78571 370.5 494.0,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,711_S20.scl,3,497.98961,False,0,Semi-tempered tetrachord 1.13847 * 1.125 * 1.041,224.51553 428.42553 497.98961,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,707_S16.scl,3,498.01593,False,0,Semi-tempered tetrachord 1.17691 * 1.06807 * 1.06069,282.0048 396.01224 498.01593,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,718_S27.scl,3,498.03189,False,0,Semi-tempered tetrachord 1.09429 * 1.07874 * 1.1295,155.99414 287.21077 498.03189,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,693_S2.scl,3,498.0341,False,0,Semi-tempered tetrachord 1.26376 * 1.05231 * 1.0026,405.26701 493.53873 498.0341,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,713_S22.scl,3,498.03806,False,0,Semi-tempered tetrachord 1.13371 * 1.125 * 1.0454,217.26198 421.17198 498.03806,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,720_S29.scl,3,498.03829,False,0,Semi-tempered tetrachord 1.08866 * 1.125 * 1.08866,147.06415 350.97415 498.03829,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,699_S8.scl,3,498.04293,False,0,Semi-tempered tetrachord 1.21677 * 1.03862 * 1.05505,339.66779 405.26928 498.04293,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,719_S28.scl,3,498.04378,False,0,Semi-tempered tetrachord 1.1295 * 1.125 * 1.0493,210.82112 414.73113 498.04378,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,081_E8.scl,3,498.044999,True,3,Enharmonic tetrachord 282429536481/274877906944 * 70368744177664/68630377364883 * 81/64,282429536481/274877906944 256/243 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,120_E14.scl,3,498.044999,True,3,Enharmonic tetrachord 282429536481/274877906944 * 134217728/129140163 * 8192/6561,282429536481/274877906944 2187/2048 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,249_C17.scl,3,498.044999,True,3,"Chromatic tetrachord 256/243 * 2187/2048 * 32/27, Gaudentius",256/243 9/8 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,454_D15.scl,3,498.044999,True,3,"Diatonic tetrachord 256/243 * 9/8 * 9/8, Pythagoras?",256/243 32/27 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,456_D15.scl,3,498.044999,True,3,"Diatonic tetrachord 2187/2048 * 65536/59049 * 9/8, Anonymous",2187/2048 32/27 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,482_R6.scl,3,498.044999,True,3,"Reduplicated tetrachord 2187/2048 * 16777216/14348907 * 2187/2048, Palmer",2187/2048 8192/6561 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,485_R9.scl,3,498.044999,True,3,Reduplicated tetrachord 256/243 * 256/243 * 19683/16384,256/243 65536/59049 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
xenharmonikon,xen15-chalmers-triadic-diamond-81-64-tetrachord.scl,3,498.044999,True,3,"Upper tetrachord 256/243 * 2187/2048 * 32/27 of triadic diamond for M=81/64, D=3/2",256/243 9/8 4/3,"John H. Chalmers, Jr., The Triadic Diamond, the Triadic Reversed Diamond, and their Constituent Tetrachords when D=3/2, Xenharmonikon 15 (1993), p.64"
xenharmonikon,xen15-chalmers-triadic-diamond-8192-6561-tetrachord.scl,3,498.044999,True,3,"Upper tetrachord 2187/2048 * 134217728/129140163 * 19683/16384 of triadic diamond for M=8192/6561, D=3/2",2187/2048 65536/59049 4/3,"John H. Chalmers, Jr., The Triadic Diamond, the Triadic Reversed Diamond, and their Constituent Tetrachords when D=3/2, Xenharmonikon 15 (1993), p.64"
xenharmonikon,xen15-chalmers-triadic-reversed-diamond-32-27-tetrachord.scl,3,498.044999,True,3,"Tetrachord 9/8 * 256/243 * 9/8 of triadic reversed diamond for M=32/27, D=3/2",9/8 32/27 4/3,"John H. Chalmers, Jr., The Triadic Diamond, the Triadic Reversed Diamond, and their Constituent Tetrachords when D=3/2, Xenharmonikon 15 (1993), p.65"
xenharmonikon,xen15-chalmers-triadic-reversed-diamond-81-64-tetrachord.scl,3,498.044999,True,3,"Tetrachord 256/243 * 19683/16384 * 256/243 of triadic reversed diamond for M=81/64, D=3/2",256/243 81/64 4/3,"John H. Chalmers, Jr., The Triadic Diamond, the Triadic Reversed Diamond, and their Constituent Tetrachords when D=3/2, Xenharmonikon 15 (1993), p.65"
xenharmonikon,xen15-chalmers-triadic-reversed-diamond-8192-6561-tetrachord.scl,3,498.044999,True,3,"Tetrachord 2187/2048 * 16777216/14348907 * 2187/2048 of triadic reversed diamond for M=8192/6561, D=3/2",2187/2048 8192/6561 4/3,"John H. Chalmers, Jr., The Triadic Diamond, the Triadic Reversed Diamond, and their Constituent Tetrachords when D=3/2, Xenharmonikon 15 (1993), p.65"
divisions-of-the-tetrachord,079_E8.scl,3,498.044999,True,5,"Enharmonic tetrachord 128/125 * 250/243 * 81/64, Euler",128/125 256/243 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,109_E13.scl,3,498.044999,True,5,"Enharmonic tetrachord 25/24 * 128/125 * 5/4, Salinas",25/24 16/15 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,111_E13.scl,3,498.044999,True,5,"Enharmonic tetrachord 256/243 * 81/80 * 5/4, Fox-Strangways?",256/243 16/15 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,150_C4.scl,3,498.044999,True,5,Chromatic tetrachord 81/80 * 16/15 * 100/81,81/80 27/25 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,154_C4.scl,3,498.044999,True,5,"Chromatic tetrachord 135/128 * 128/125 * 100/81, Daniélou",135/128 27/25 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,215_C14.scl,3,498.044999,True,5,"Chromatic tetrachord 16/15 * 25/24 * 6/5, Didymos",16/15 10/9 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,221_C14.scl,3,498.044999,True,5,"Chromatic tetrachord 256/243 * 6/5 * 135/128, Xenakis",256/243 512/405 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,246_C17.scl,3,498.044999,True,5,Chromatic tetrachord 27/25 * 25/24 * 32/27,27/25 9/8 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,250_C17.scl,3,498.044999,True,5,"Chromatic tetrachord 81/80 * 10/9 * 32/27, Barbour?",81/80 9/8 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,254_C17.scl,3,498.044999,True,5,Chromatic tetrachord 135/128 * 16/15 * 32/27,135/128 9/8 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,306_C23.scl,3,498.044999,True,5,"Chromatic tetrachord 16/15 * 75/64 * 16/15, Helmholtz",16/15 5/4 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,410_D7.scl,3,498.044999,True,5,Diatonic tetrachord 25/24 * 9/8 * 256/225,25/24 75/64 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,455_D15.scl,3,498.044999,True,5,"Diatonic tetrachord 16/15 * 9/8 * 10/9, Ptolemy, Didymos",16/15 6/5 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,470_D15.scl,3,498.044999,True,5,Diatonic tetrachord 9/8 * 4096/3645 * 135/128,9/8 512/405 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,475_D17.scl,3,498.044999,True,5,"Diatonic tetrachord 10/9 * 10/9 * 27/25, Al-Farabi",10/9 100/81 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,487_R11.scl,3,498.044999,True,5,Reduplicated tetrachord 25/24 * 25/24 * 768/625,25/24 625/576 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,549_M57.scl,3,498.044999,True,5,Miscellaneous tetrachord 16/15 * 1215/1024 * 256/243,16/15 81/64 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,577_M85.scl,3,498.044999,True,5,Miscellaneous tetrachord 256/243 * 729/640 * 10/9,256/243 6/5 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
xenharmonikon,xen15-chalmers-triadic-diamond-32-25-tetrachord.scl,3,498.044999,True,5,"Upper tetrachord 25/24 * 2048/1875 * 75/64 of triadic diamond for M=32/25, D=3/2",25/24 256/225 4/3,"John H. Chalmers, Jr., The Triadic Diamond, the Triadic Reversed Diamond, and their Constituent Tetrachords when D=3/2, Xenharmonikon 15 (1993), p.64"
xenharmonikon,xen15-chalmers-triadic-diamond-5-4-tetrachord.scl,3,498.044999,True,5,"Upper tetrachord 16/15 * 25/24 * 6/5 of triadic diamond for M=5/4, D=3/2",16/15 10/9 4/3,"John H. Chalmers, Jr., The Triadic Diamond, the Triadic Reversed Diamond, and their Constituent Tetrachords when D=3/2, Xenharmonikon 15 (1993), p.64"
xenharmonikon,xen15-chalmers-triadic-reversed-diamond-32-25-tetrachord.scl,3,498.044999,True,5,"Tetrachord 25/24 * 768/625 * 25/24 of triadic reversed diamond for M=32/25, D=3/2",25/24 32/25 4/3,"John H. Chalmers, Jr., The Triadic Diamond, the Triadic Reversed Diamond, and their Constituent Tetrachords when D=3/2, Xenharmonikon 15 (1993), p.65"
xenharmonikon,xen15-chalmers-triadic-reversed-diamond-5-4-tetrachord.scl,3,498.044999,True,5,"Tetrachord 16/15 * 75/64 * 16/15 of triadic reversed diamond for M=5/4, D=3/2",16/15 5/4 4/3,"John H. Chalmers, Jr., The Triadic Diamond, the Triadic Reversed Diamond, and their Constituent Tetrachords when D=3/2, Xenharmonikon 15 (1993), p.65"
xenharmonikon,xen15-chalmers-triadic-reversed-diamond-6-5-tetrachord.scl,3,498.044999,True,5,"Tetrachord 10/9 * 27/25 * 10/9 of triadic reversed diamond for M=6/5, D=3/2",10/9 6/5 4/3,"John H. Chalmers, Jr., The Triadic Diamond, the Triadic Reversed Diamond, and their Constituent Tetrachords when D=3/2, Xenharmonikon 15 (1993), p.65"
xenharmonikon,xen18-ayers-table-63.scl,3,498.044999,True,5,Didymos' Chromatic Tetrachord,6/5 5/4 4/3,"Lydia Ayers, Making Scales from Mathematical Means, Xenharmonikon 18 (2006), p.220"
divisions-of-the-tetrachord,008_H2.scl,3,498.044999,True,7,Hyperenharmonic tetrachord 64/63 * 81/80 * 35/27,64/63 36/35 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,029_H8.scl,3,498.044999,True,7,Hyperenharmonic tetrachord 64/63 * 49/48 * 9/7,64/63 28/27 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,033_H8.scl,3,498.044999,True,7,Hyperenharmonic tetrachord 81/80 * 2240/2187 * 9/7,81/80 28/27 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,041_H11.scl,3,498.044999,True,7,Hyperenharmonic tetrachord 50/49 * 49/48 * 32/25,50/49 25/24 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,080_E8.scl,3,498.044999,True,7,"Enharmonic tetrachord 64/63 * 28/27 * 81/64, Wilson",64/63 256/243 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,082_E8.scl,3,498.044999,True,7,Enharmonic tetrachord 36/35 * 2240/2187 * 81/64,36/35 256/243 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,106_E13.scl,3,498.044999,True,7,"Enharmonic tetrachord 28/27 * 36/35 * 5/4, Archytas",28/27 16/15 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,110_E13.scl,3,498.044999,True,7,"Enharmonic tetrachord 21/20 * 64/63 * 5/4, Pachymeres",21/20 16/15 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,124_E15.scl,3,498.044999,True,7,Enharmonic tetrachord 25/24 * 36/35 * 56/45,25/24 15/14 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,152_C4.scl,3,498.044999,True,7,Chromatic tetrachord 36/35 * 21/20 * 100/81,36/35 27/25 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,213_C14.scl,3,498.044999,True,7,"Chromatic tetrachord 28/27 * 15/14 * 6/5, Ptolemy",28/27 10/9 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,220_C14.scl,3,498.044999,True,7,"Chromatic tetrachord 21/20 * 200/189 * 6/5, Perrett",21/20 10/9 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,230_C14.scl,3,498.044999,True,7,Chromatic tetrachord 6/5 * 35/32 * 64/63,6/5 21/16 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,231_C14.scl,3,498.044999,True,7,Chromatic tetrachord 6/5 * 2240/2187 * 243/224,6/5 896/729 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
divisions-of-the-tetrachord,234_C15.scl,3,498.044999,True,7,Chromatic tetrachord 28/27 * 27/25 * 25/21,28/27 28/25 4/3,"John H. Chalmers, Jr., Divisions of the Tetrachord, Frog Peak Music, 1993."
